t,raw_front,filtered_front,kalman_prior,kalman_post,kalman_gain,delta_s,enc_left,enc_right,side_left,side_right,action
37.568,0.09834,0.09836,0.09837,0.09837,0.181,-0.0,82.3308,-82.32452,0.0984,0.09834,turn_right
37.6,0.09827,0.09835,0.09837,0.09836,0.181,0.0,82.39988,-82.3936,0.09821,0.09837,turn_right
37.632,0.0984,0.09836,0.09836,0.09836,0.181,0.0,82.46896,-82.46268,0.09838,0.09837,turn_right
37.664,0.09839,0.09836,0.09836,0.09836,0.181,0.0,82.54432,-82.53804,0.09843,0.09826,turn_right
37.696,0.09831,0.09835,0.09836,0.09836,0.181,0.0,82.6134,-82.60712,0.09834,0.09821,turn_right
37.728,0.09829,0.09834,0.09836,0.09836,0.181,0.0,82.68248,-82.6762,0.09835,0.09833,turn_right
37.76,0.0984,0.09835,0.09836,0.09836,0.181,0.0,82.75156,-82.74528,0.09843,0.09834,turn_right
37.792,0.09845,0.09837,0.09836,0.09836,0.181,0.0,82.82064,-82.81436,0.09844,0.0984,turn_right
37.824,0.09832,0.09836,0.09836,0.09836,0.181,0.0,82.896,-82.88972,0.09821,0.09839,turn_right
37.856,0.09835,0.09836,0.09836,0.09836,0.181,0.0,82.96508,-82.9588,0.09826,0.09837,turn_right
37.888,0.09824,0.09833,0.09836,0.09835,0.181,0.0,83.03416,-83.02788,0.09848,0.09836,turn_right
37.92,0.09855,0.09838,0.09835,0.09836,0.181,0.0,83.10324,-83.09696,0.09833,0.09828,turn_right
37.952,0.09842,0.09839,0.09836,0.09836,0.181,0.0,83.17232,-83.16604,0.09848,0.09831,turn_right
37.984,0.09841,0.09839,0.09836,0.09837,0.181,0.0,83.24768,-83.2414,0.09843,0.09823,turn_right
38.016,0.09835,0.09838,0.09837,0.09837,0.181,0.0,83.31676,-83.31048,0.09833,0.09843,turn_right
38.048,0.09831,0.09837,0.09837,0.09837,0.181,0.0,83.38584,-83.37956,0.09831,0.09841,turn_right
38.08,0.09844,0.09838,0.09837,0.09837,0.181,0.0,83.45492,-83.44864,0.09841,0.0984,turn_right
38.112,0.09844,0.09839,0.09837,0.09838,0.181,0.0,83.524,-83.51772,0.09837,0.09827,turn_right
38.144,0.09836,0.09839,0.09838,0.09838,0.181,0.0,83.59936,-83.59308,0.09852,0.09837,turn_right
38.176,0.09834,0.09838,0.09838,0.09838,0.181,0.0,83.66844,-83.66216,0.09828,0.09834,turn_right
38.208,0.09843,0.09839,0.09838,0.09838,0.181,0.0,83.73752,-83.73124,0.09838,0.09833,turn_right
38.24,0.09838,0.09839,0.09838,0.09838,0.181,0.0,83.8066,-83.80032,0.09843,0.09837,turn_right
38.272,0.09828,0.09836,0.09838,0.09838,0.181,0.0,83.87568,-83.8694,0.09828,0.09831,turn_right
38.304,0.09839,0.09837,0.09838,0.09838,0.181,0.0,83.95104,-83.94476,0.09833,0.09838,turn_right
38.336,0.09833,0.09836,0.09838,0.09837,0.181,0.0,84.02012,-84.01384,0.09825,0.09829,turn_right
38.368,0.09836,0.09836,0.09837,0.09837,0.181,0.0,84.0892,-84.08292,0.0984,0.09837,turn_right
38.4,0.09822,0.09833,0.09837,0.09836,0.181,0.0,84.15828,-84.152,0.09822,0.09828,turn_right
38.432,0.09839,0.09835,0.09836,0.09836,0.181,-0.0,84.23364,-84.22736,0.09834,0.09843,turn_right
38.464,0.09825,0.09833,0.09836,0.09835,0.181,0.0,84.30272,-84.29644,0.09831,0.09831,turn_right
38.496,0.09837,0.09833,0.09835,0.09835,0.181,0.0,84.3718,-84.36552,0.09839,0.09837,turn_right
38.528,0.09841,0.09835,0.09835,0.09835,0.181,0.0,84.44088,-84.4346,0.09848,0.09828,turn_right
38.56,0.09832,0.09834,0.09835,0.09835,0.181,0.0,84.50996,-84.50368,0.09838,0.09832,turn_right
38.592,0.0983,0.09834,0.09835,0.09835,0.181,-0.0,84.58532,-84.57904,0.09832,0.09826,turn_right
38.624,0.09839,0.09835,0.09835,0.09835,0.181,0.0,84.6544,-84.64812,0.09842,0.09827,turn_right
38.656,0.09835,0.09835,0.09835,0.09835,0.181,0.0,84.72348,-84.7172,0.09825,0.09838,turn_right
38.688,0.09843,0.09836,0.09835,0.09835,0.181,0.0,84.79256,-84.78628,0.09837,0.09828,turn_right
38.72,0.09842,0.09838,0.09835,0.09835,0.181,0.0,84.86164,-84.85536,0.0984,0.09842,turn_right
38.752,0.09841,0.09838,0.09835,0.09836,0.181,0.0,84.937,-84.93072,0.09845,0.09842,turn_right
38.784,0.09834,0.09837,0.09836,0.09836,0.181,0.0,85.00608,-84.9998,0.09849,0.09835,turn_right
38.816,0.09836,0.09837,0.09836,0.09836,0.181,0.0,85.07516,-85.06888,0.09828,0.09843,turn_right
38.848,0.09837,0.09837,0.09836,0.09837,0.181,-0.0,85.14424,-85.13796,0.09832,0.09826,turn_right
38.88,0.09833,0.09836,0.09837,0.09837,0.181,0.0,85.21332,-85.20704,0.09849,0.09832,turn_right
38.912,0.09839,0.09837,0.09837,0.09837,0.181,0.0,85.28868,-85.2824,0.09852,0.09838,turn_right
38.944,0.09832,0.09836,0.09837,0.09836,0.181,0.0,85.35776,-85.35148,0.09836,0.09845,turn_right
38.976,0.09829,0.09834,0.09836,0.09836,0.181,0.0,85.42684,-85.42056,0.09838,0.09827,turn_right
39.008,0.09849,0.09837,0.09836,0.09836,0.181,0.0,85.49592,-85.48964,0.09828,0.09833,turn_right
39.04,0.0985,0.0984,0.09836,0.09837,0.181,0.0,85.565,-85.55872,0.0983,0.09833,turn_right
39.072,0.09822,0.09836,0.09837,0.09837,0.181,0.0,85.64036,-85.63408,0.09837,0.09826,turn_right
39.104,0.09832,0.09835,0.09837,0.09837,0.181,0.0,85.70944,-85.70316,0.09853,0.09837,turn_right
39.136,0.09841,0.09836,0.09837,0.09837,0.181,0.0,85.77852,-85.77224,0.09836,0.0984,turn_right
39.168,0.09829,0.09835,0.09837,0.09836,0.181,0.0,85.8476,-85.84132,0.09821,0.09836,turn_right
39.2,0.09844,0.09837,0.09836,0.09836,0.181,0.0,85.91668,-85.9104,0.09827,0.09845,turn_right
39.232,0.09833,0.09836,0.09836,0.09836,0.181,0.0,85.99204,-85.98576,0.09818,0.09846,turn_right
39.264,0.09834,0.09836,0.09836,0.09836,0.181,0.0,86.06112,-86.05484,0.09841,0.09835,turn_right
39.296,0.09841,0.09837,0.09836,0.09836,0.181,0.0,86.1302,-86.12392,0.09843,0.09832,turn_right
39.328,0.09836,0.09837,0.09836,0.09836,0.181,0.0,86.19928,-86.193,0.09842,0.09835,turn_right
39.36,0.09833,0.09836,0.09836,0.09836,0.181,0.0,86.26836,-86.26208,0.0984,0.09847,turn_right
39.392,0.09829,0.09834,0.09836,0.09836,0.181,0.0,86.34372,-86.33744,0.09841,0.09831,turn_right
39.424,0.09834,0.09834,0.09836,0.09836,0.181,0.0,86.4128,-86.40652,0.09827,0.09836,turn_right
39.456,0.0984,0.09836,0.09836,0.09836,0.181,0.0,86.48188,-86.4756,0.09826,0.09832,turn_right
39.488,0.09844,0.09837,0.09836,0.09836,0.181,0.0,86.55096,-86.54468,0.09846,0.09833,turn_right
39.52,0.09827,0.09835,0.09836,0.09836,0.181,0.0,86.62004,-86.61376,0.09853,0.09826,turn_right
39.552,0.09841,0.09836,0.09836,0.09836,0.181,0.0,86.6954,-86.68912,0.09849,0.0983,turn_right
39.584,0.09839,0.09837,0.09836,0.09836,0.181,0.0,86.76448,-86.7582,0.09833,0.09852,turn_right
39.616,0.09837,0.09837,0.09836,0.09836,0.181,0.0,86.83356,-86.82728,0.09835,0.09828,turn_right
39.648,0.09833,0.09836,0.09836,0.09836,0.181,0.0,86.90264,-86.89636,0.09833,0.09848,turn_right
39.68,0.09841,0.09837,0.09836,0.09836,0.181,0.0,86.97172,-86.96544,0.09841,0.09841,turn_right
39.712,0.09835,0.09837,0.09836,0.09836,0.181,-0.0,87.04708,-87.0408,0.09844,0.09821,turn_right
39.744,0.09843,0.09838,0.09836,0.09837,0.181,0.0,87.11616,-87.10988,0.09837,0.09841,turn_right
39.776,0.09847,0.0984,0.09837,0.09837,0.181,0.0,87.18524,-87.17896,0.09834,0.09832,turn_right
39.808,0.09838,0.09839,0.09837,0.09838,0.181,0.0,87.25432,-87.24804,0.09842,0.09813,turn_right
39.84,0.09837,0.09839,0.09838,0.09838,0.181,-0.0,87.32968,-87.3234,0.09829,0.09832,turn_right
39.872,0.09831,0.09837,0.09838,0.09838,0.181,0.0,87.39876,-87.39248,0.09852,0.09841,turn_right
39.904,0.09848,0.0984,0.09838,0.09838,0.181,0.0,87.46784,-87.46156,0.09856,0.09843,turn_right
39.936,0.09835,0.09839,0.09838,0.09838,0.181,0.0,87.53692,-87.53064,0.09825,0.0984,turn_right
39.968,0.09841,0.09839,0.09838,0.09838,0.181,0.0,87.606,-87.59972,0.09847,0.09837,turn_right
40.0,0.09834,0.09838,0.09838,0.09838,0.181,0.0,87.68136,-87.67508,0.09813,0.09838,turn_right
40.032,0.09841,0.09839,0.09838,0.09838,0.181,0.0,87.75044,-87.74416,0.09835,0.09842,turn_right
40.064,0.09831,0.09837,0.09838,0.09838,0.181,0.0,87.81952,-87.81324,0.09837,0.09828,turn_right
40.096,0.09839,0.09837,0.09838,0.09838,0.181,0.0,87.8886,-87.88232,0.09846,0.09838,turn_right
40.128,0.09836,0.09837,0.09838,0.09838,0.181,-0.0,87.95768,-87.9514,0.0983,0.09848,turn_right
40.16,0.09831,0.09836,0.09838,0.09837,0.181,0.0,88.03304,-88.02676,0.0984,0.09839,turn_right
40.192,0.09836,0.09836,0.09837,0.09837,0.181,0.0,88.10212,-88.09584,0.09837,0.09845,turn_right
40.224,0.09843,0.09837,0.09837,0.09837,0.181,0.0,88.1712,-88.16492,0.09827,0.09844,turn_right
40.256,0.0983,0.09836,0.09837,0.09837,0.181,0.0,88.24028,-88.234,0.09849,0.09844,turn_right
40.288,0.09846,0.09838,0.09837,0.09837,0.181,0.0,88.30936,-88.30308,0.09833,0.09839,turn_right
40.32,0.09833,0.09837,0.09837,0.09837,0.181,0.0,88.38472,-88.37844,0.0984,0.09841,turn_right
40.352,0.09835,0.09837,0.09837,0.09837,0.181,0.0,88.4538,-88.44752,0.09836,0.0984,turn_right
40.384,0.09838,0.09837,0.09837,0.09837,0.181,0.0,88.52288,-88.5166,0.09827,0.09828,turn_right
40.416,0.09835,0.09837,0.09837,0.09837,0.181,0.0,88.59196,-88.58568,0.09835,0.0984,turn_right
40.448,0.09837,0.09837,0.09837,0.09837,0.181,0.0,88.66104,-88.65476,0.09848,0.09828,turn_right
40.48,0.09833,0.09836,0.09837,0.09837,0.181,0.0,88.7364,-88.73012,0.09843,0.09837,turn_right
40.512,0.09832,0.09835,0.09837,0.09836,0.181,0.0,88.80548,-88.7992,0.09827,0.09822,turn_right
40.544,0.09837,0.09836,0.09836,0.09836,0.181,0.0,88.87456,-88.86828,0.09824,0.09843,turn_right
40.576,0.09839,0.09836,0.09836,0.09836,0.181,0.0,88.94364,-88.93736,0.09821,0.09827,turn_right
40.608,0.0984,0.09837,0.09836,0.09836,0.181,0.0,89.01272,-89.00644,0.09844,0.09828,turn_right
40.64,0.09846,0.09839,0.09836,0.09837,0.181,0.0,89.08808,-89.0818,0.09843,0.09854,turn_right
40.672,0.09834,0.09838,0.09837,0.09837,0.181,0.0,89.15716,-89.15088,0.09849,0.09849,turn_right
40.704,0.09837,0.09838,0.09837,0.09837,0.181,0.0,89.22624,-89.21996,0.09825,0.09835,turn_right
40.736,0.09841,0.09838,0.09837,0.09837,0.181,0.0,89.29532,-89.28904,0.09834,0.09829,turn_right
40.768,0.09829,0.09836,0.09837,0.09837,0.181,0.0,89.3644,-89.35812,0.09857,0.09834,turn_right
40.8,0.09835,0.09836,0.09837,0.09837,0.181,0.0,89.43976,-89.43348,0.09838,0.09824,turn_right
40.832,0.0984,0.09837,0.09837,0.09837,0.181,0.0,89.50884,-89.50256,0.0984,0.09835,turn_right
40.864,0.09842,0.09838,0.09837,0.09837,0.181,0.0,89.57792,-89.57164,0.09825,0.09842,turn_right
40.896,0.09826,0.09836,0.09837,0.09837,0.181,0.0,89.647,-89.64072,0.09842,0.09827,turn_right
40.928,0.09844,0.09837,0.09837,0.09837,0.181,-0.0,89.72236,-89.71608,0.09837,0.09838,turn_right
40.96,0.0983,0.09836,0.09837,0.09837,0.181,0.0,89.79144,-89.78516,0.09815,0.09824,turn_right
40.992,0.09833,0.09835,0.09837,0.09836,0.181,0.0,89.86052,-89.85424,0.09827,0.09826,turn_right
41.024,0.0985,0.09838,0.09836,0.09837,0.181,0.0,89.9296,-89.92332,0.09849,0.09831,turn_right
41.056,0.09832,0.09837,0.09837,0.09837,0.181,0.0,89.99868,-89.9924,0.09835,0.09827,turn_right
41.088,0.09839,0.09837,0.09837,0.09837,0.181,0.0,90.07404,-90.06776,0.09821,0.09827,turn_right
41.12,0.09841,0.09838,0.09837,0.09837,0.181,0.0,90.14312,-90.13684,0.09834,0.09838,turn_right
41.152,0.09837,0.09838,0.09837,0.09837,0.181,0.0,90.2122,-90.20592,0.09837,0.09837,turn_right
41.184,0.09834,0.09837,0.09837,0.09837,0.181,0.0,90.28128,-90.275,0.09832,0.09823,turn_right
41.216,0.0983,0.09836,0.09837,0.09837,0.181,0.0,90.35036,-90.34408,0.09826,0.09833,turn_right
41.248,0.09839,0.09836,0.09837,0.09837,0.181,0.0,90.42572,-90.41944,0.09827,0.09834,turn_right
41.28,0.09847,0.09838,0.09837,0.09837,0.181,0.0,90.4948,-90.48852,0.09841,0.09844,turn_right
41.312,0.09838,0.09838,0.09837,0.09837,0.181,0.0,90.56388,-90.5576,0.09829,0.09843,turn_right
41.344,0.0983,0.09837,0.09837,0.09837,0.181,0.0,90.63296,-90.62668,0.09841,0.09832,turn_right
41.376,0.09843,0.09838,0.09837,0.09837,0.181,0.0,90.70204,-90.69576,0.09849,0.09832,turn_right
41.408,0.09842,0.09839,0.09837,0.09838,0.181,0.0,90.7774,-90.77112,0.09836,0.09836,turn_right
41.44,0.09839,0.09839,0.09838,0.09838,0.181,0.0,90.84648,-90.8402,0.09838,0.09833,turn_right
41.472,0.09839,0.09839,0.09838,0.09838,0.181,0.0,90.91556,-90.90928,0.09823,0.09845,turn_right
41.504,0.09844,0.0984,0.09838,0.09838,0.181,0.0,90.98464,-90.97836,0.09844,0.09845,turn_right
41.536,0.09838,0.0984,0.09838,0.09839,0.181,0.0,91.05372,-91.04744,0.09832,0.09829,turn_right
41.568,0.09826,0.09837,0.09839,0.09838,0.181,0.0,91.12908,-91.1228,0.09831,0.09842,turn_right
41.6,0.09836,0.09837,0.09838,0.09838,0.181,0.0,91.19816,-91.19188,0.09838,0.09832,turn_right
41.632,0.09828,0.09835,0.09838,0.09837,0.181,0.0,91.26724,-91.26096,0.09844,0.09833,turn_right
41.664,0.0984,0.09836,0.09837,0.09837,0.181,0.0,91.33632,-91.33004,0.09838,0.09838,turn_right
41.696,0.09849,0.09839,0.09837,0.09837,0.181,0.0,91.4054,-91.39912,0.0983,0.09839,turn_right
41.728,0.09833,0.09837,0.09837,0.09837,0.181,0.0,91.48076,-91.47448,0.09814,0.09831,turn_right
41.76,0.09838,0.09838,0.09837,0.09837,0.181,0.0,91.54984,-91.54356,0.09832,0.09822,turn_right
41.792,0.09824,0.09835,0.09837,0.09837,0.181,0.0,91.61892,-91.61264,0.09844,0.09841,turn_right
41.824,0.09835,0.09835,0.09837,0.09837,0.181,0.0,91.688,-91.68172,0.09831,0.09827,turn_right
41.856,0.09842,0.09836,0.09837,0.09837,0.181,0.0,91.75708,-91.7508,0.0984,0.09823,turn_right
41.888,0.0984,0.09837,0.09837,0.09837,0.181,0.0,91.83244,-91.82616,0.09842,0.09829,turn_right
41.92,0.09833,0.09836,0.09837,0.09837,0.181,0.0,91.90152,-91.89524,0.09833,0.09842,turn_right
41.952,0.09834,0.09836,0.09837,0.09836,0.181,0.0,91.9706,-91.96432,0.09851,0.09831,turn_right
41.984,0.09842,0.09837,0.09836,0.09837,0.181,0.0,92.03968,-92.0334,0.09836,0.09845,turn_right
42.016,0.09834,0.09836,0.09837,0.09837,0.181,0.0,92.10876,-92.10248,0.09833,0.09841,turn_right
42.048,0.09831,0.09835,0.09837,0.09836,0.181,-0.0,92.18412,-92.17784,0.09836,0.09841,turn_right
42.08,0.09843,0.09837,0.09836,0.09836,0.181,0.0,92.2532,-92.24692,0.09843,0.09848,turn_right
42.112,0.09834,0.09836,0.09836,0.09836,0.181,0.0,92.32228,-92.316,0.09834,0.09834,turn_right
42.144,0.09847,0.09838,0.09836,0.09837,0.181,0.0,92.39136,-92.38508,0.09836,0.09829,turn_right
42.176,0.09837,0.09838,0.09837,0.09837,0.181,0.0,92.46044,-92.45416,0.09824,0.09829,turn_right
42.208,0.09838,0.09838,0.09837,0.09837,0.181,-0.0,92.5358,-92.52952,0.0986,0.09841,turn_right
42.24,0.09832,0.09837,0.09837,0.09837,0.181,0.0,92.60488,-92.5986,0.09838,0.09832,turn_right
42.272,0.0984,0.09838,0.09837,0.09837,0.181,0.0,92.67396,-92.66768,0.09844,0.09835,turn_right
42.304,0.09834,0.09837,0.09837,0.09837,0.181,0.0,92.74304,-92.73676,0.09836,0.09845,turn_right
42.336,0.09833,0.09836,0.09837,0.09837,0.181,0.0,92.8184,-92.81212,0.09834,0.09838,turn_right
42.368,0.09832,0.09835,0.09837,0.09837,0.181,-0.0,92.88748,-92.8812,0.09836,0.09821,turn_right
42.4,0.09835,0.09835,0.09837,0.09836,0.181,0.0,92.95656,-92.95028,0.09831,0.09829,turn_right
42.432,0.0984,0.09836,0.09836,0.09836,0.181,0.0,93.02564,-93.01936,0.09853,0.09845,turn_right
42.464,0.09831,0.09835,0.09836,0.09836,0.181,0.0,93.09472,-93.08844,0.09836,0.09835,turn_right
42.496,0.09831,0.09834,0.09836,0.09836,0.181,0.0,93.17008,-93.1638,0.09839,0.09826,turn_right
42.528,0.09836,0.09835,0.09836,0.09836,0.181,0.0,93.23916,-93.23288,0.09849,0.0984,turn_right
42.56,0.09831,0.09834,0.09836,0.09835,0.181,0.0,93.30824,-93.30196,0.09831,0.09824,turn_right
42.592,0.09829,0.09833,0.09835,0.09835,0.181,0.0,93.37732,-93.37104,0.09833,0.09838,turn_right
42.624,0.09837,0.09834,0.09835,0.09835,0.181,0.0,93.4464,-93.44012,0.09839,0.09824,turn_right
42.656,0.09838,0.09835,0.09835,0.09835,0.181,0.0,93.52176,-93.51548,0.09832,0.09827,turn_right
42.688,0.09832,0.09834,0.09835,0.09835,0.181,0.0,93.59084,-93.58456,0.09814,0.09835,turn_right
42.72,0.09836,0.09834,0.09835,0.09835,0.181,0.0,93.65992,-93.65364,0.09822,0.09838,turn_right
42.752,0.09827,0.09833,0.09835,0.09834,0.181,0.0,93.729,-93.72272,0.0983,0.09829,turn_right
42.784,0.0984,0.09834,0.09834,0.09834,0.181,0.0,93.79808,-93.7918,0.09827,0.09852,turn_right
42.816,0.0984,0.09835,0.09834,0.09834,0.181,0.0,93.87344,-93.86716,0.09825,0.09839,turn_right
42.848,0.09844,0.09837,0.09834,0.09835,0.181,0.0,93.94252,-93.93624,0.09843,0.09843,turn_right
42.88,0.09837,0.09837,0.09835,0.09835,0.181,0.0,94.0116,-94.00532,0.09832,0.0983,turn_right
42.912,0.0984,0.09838,0.09835,0.09836,0.181,0.0,94.08068,-94.0744,0.09837,0.09828,turn_right
42.944,0.0984,0.09838,0.09836,0.09836,0.181,0.0,94.14976,-94.14348,0.0982,0.09843,turn_right
42.976,0.0984,0.09838,0.09836,0.09837,0.181,0.0,94.21884,-94.21256,0.09827,0.09835,turn_right
43.008,0.09832,0.09837,0.09837,0.09837,0.181,0.0,94.2942,-94.28792,0.09845,0.09847,turn_right
43.04,0.09829,0.09836,0.09837,0.09836,0.181,0.0,94.36328,-94.357,0.09851,0.09837,turn_right
43.072,0.09836,0.09836,0.09836,0.09836,0.181,0.0,94.43236,-94.42608,0.09826,0.09826,turn_right
43.104,0.09829,0.09834,0.09836,0.09836,0.181,0.0,94.50144,-94.49516,0.09831,0.0983,turn_right
43.136,0.09836,0.09835,0.09836,0.09836,0.181,0.0,94.5768,-94.57052,0.09853,0.09847,turn_right
43.168,0.09839,0.09836,0.09836,0.09836,0.181,0.0,94.64588,-94.6396,0.09827,0.0984,turn_right
43.2,0.09842,0.09837,0.09836,0.09836,0.181,0.0,94.71496,-94.70868,0.09841,0.0985,turn_right
43.232,0.09827,0.09835,0.09836,0.09836,0.181,0.0,94.78404,-94.77776,0.09833,0.09838,turn_right
43.264,0.09826,0.09833,0.09836,0.09835,0.181,0.0,94.85312,-94.84684,0.09832,0.09831,turn_right
43.296,0.09841,0.09835,0.09835,0.09835,0.181,-0.0,94.92848,-94.9222,0.09829,0.09841,turn_right
43.328,0.09829,0.09834,0.09835,0.09835,0.181,0.0,94.99756,-94.99128,0.09831,0.09824,turn_right
43.36,0.09845,0.09836,0.09835,0.09835,0.181,0.0,95.06664,-95.06036,0.09822,0.09833,turn_right
43.392,0.09822,0.09833,0.09835,0.09835,0.181,0.0,95.13572,-95.12944,0.09835,0.09833,turn_right
43.424,0.09837,0.09834,0.09835,0.09835,0.181,-0.0,95.21108,-95.2048,0.0983,0.0984,turn_right
43.456,0.09836,0.09834,0.09835,0.09834,0.181,0.0,95.28016,-95.27388,0.0983,0.09829,turn_right
43.488,0.09831,0.09834,0.09834,0.09834,0.181,0.0,95.34924,-95.34296,0.09835,0.09834,turn_right
43.52,0.09828,0.09832,0.09834,0.09834,0.181,0.0,95.41832,-95.41204,0.0983,0.09839,turn_right
43.552,0.09838,0.09834,0.09834,0.09834,0.181,0.0,95.4874,-95.48112,0.09838,0.09829,turn_right
43.584,0.09831,0.09833,0.09834,0.09834,0.181,0.0,95.56276,-95.55648,0.09821,0.09836,turn_right
43.616,0.09836,0.09834,0.09834,0.09834,0.181,0.0,95.63184,-95.62556,0.09841,0.09833,turn_right
43.648,0.09834,0.09834,0.09834,0.09834,0.181,-0.0,95.70092,-95.69464,0.09833,0.09819,turn_right
43.68,0.09835,0.09834,0.09834,0.09834,0.181,0.0,95.77,-95.76372,0.09827,0.09832,turn_right
43.712,0.09835,0.09834,0.09834,0.09834,0.181,0.0,95.83908,-95.8328,0.0984,0.09839,turn_right
43.744,0.09837,0.09835,0.09834,0.09834,0.181,0.0,95.91444,-95.90816,0.09846,0.09838,turn_right
43.776,0.09846,0.09837,0.09834,0.09835,0.181,0.0,95.98352,-95.97724,0.09833,0.09846,turn_right
43.808,0.09833,0.09836,0.09835,0.09835,0.181,0.0,96.0526,-96.04632,0.09838,0.09823,turn_right
43.84,0.09849,0.09839,0.09835,0.09836,0.181,0.0,96.12168,-96.1154,0.09837,0.09828,turn_right
43.872,0.09831,0.09837,0.09836,0.09836,0.181,0.0,96.19076,-96.18448,0.09847,0.09835,turn_right
43.904,0.09832,0.09836,0.09836,0.09836,0.181,0.0,96.26612,-96.25984,0.09832,0.09844,turn_right
43.936,0.09846,0.09838,0.09836,0.09836,0.181,0.0,96.3352,-96.32892,0.09837,0.09825,turn_right
43.968,0.09841,0.09839,0.09836,0.09837,0.181,0.0,96.40428,-96.398,0.09843,0.09829,turn_right
44.0,0.09837,0.09838,0.09837,0.09837,0.181,0.0,96.47336,-96.46708,0.0983,0.09836,turn_right
44.032,0.09839,0.09838,0.09837,0.09837,0.181,0.0,96.54244,-96.53616,0.09844,0.09833,turn_right
44.064,0.0984,0.09839,0.09837,0.09838,0.181,0.0,96.6178,-96.61152,0.09832,0.09844,turn_right
44.096,0.09834,0.09838,0.09838,0.09838,0.181,0.0,96.68688,-96.6806,0.0984,0.09847,turn_right
44.128,0.09834,0.09837,0.09838,0.09838,0.181,0.0,96.75596,-96.74968,0.09844,0.09846,turn_right
44.16,0.09834,0.09836,0.09838,0.09837,0.181,0.0,96.82504,-96.81876,0.0983,0.09828,turn_right
44.192,0.09834,0.09836,0.09837,0.09837,0.181,0.0,96.89412,-96.88784,0.09828,0.09837,turn_right
44.224,0.09844,0.09838,0.09837,0.09837,0.181,0.0,96.96948,-96.9632,0.09841,0.09834,turn_right
44.256,0.09834,0.09837,0.09837,0.09837,0.181,0.0,97.03856,-97.03228,0.09831,0.09845,turn_right
44.288,0.09839,0.09837,0.09837,0.09837,0.181,0.0,97.10764,-97.10136,0.09836,0.0982,turn_right
44.32,0.09828,0.09836,0.09837,0.09837,0.181,0.0,97.17672,-97.17044,0.09837,0.09849,turn_right
44.352,0.09853,0.09839,0.09837,0.09837,0.181,0.0,97.2458,-97.23952,0.09833,0.09835,turn_right
44.384,0.0984,0.09839,0.09837,0.09838,0.181,0.0,97.32116,-97.31488,0.09839,0.09836,turn_right
